row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
6001,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.464,0.064,0.249,0.124,0.466,0.239,0.079,0.08,0.048,0.718,0.07,0.031,0.05561072493,0.2313803376,0.3962264151,0.3167825223,17,5,0.285,0.195,0.063,0.058,0.201,0.203,,4.3,9.73,890,1430,a,7.9
6003,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.54,0.019,0.163,0.095,0.517,0.252,0.221,0.083,0.006,0.885,0.01,0.005,0.08695652174,0.2529644269,0.3646245059,0.2954545455,8,16,0.326,,0.114,,,0.297,12,,,,709,b,13.7
6005,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.464,0.043,0.326,0.178,0.521,0.191,0.222,0.099,0.048,0.827,0.01,0.001,0.1510934394,0.3429423459,0.3538767396,0.1520874751,10,14,0.307,,0.118,0.081,,0.271,10,,,3520,3589,a,20.3
6008,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.486,0.061,0.191,0.053,0.511,0.265,0.11,0.055,0.25,0.656,0.004,0,0.130260521,0.3667334669,0.2995991984,0.2034068136,13,8,0.336,0.2,0.104,0.102,0.164,0.325,12,8.25,16.22,3550,3499,b,12.4
6011,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.469,0.056,0.256,0.122,0.478,0.234,0.063,0.058,0.041,0.732,0.076,0.028,0.0485629336,0.2329038652,0.4013875124,0.3171456888,17,4,0.291,0.189,0.066,0.062,0.195,0.219,,3.92,10.68,969,1369,b,9.5
6012,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.438,0.047,0.177,0.06,0.484,0.256,0.156,0.014,0.004,0.954,0,0,0.1142578125,0.4658203125,0.302734375,0.1171875,16,9,0.342,0.197,0.106,0.07,,0.298,14,,28.99,1729,,a,14.7
6013,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.506,0.066,0.238,0.055,0.508,0.234,0.108,0.041,0.256,0.659,0.007,0.023,0.1427145709,0.2834331337,0.2784431138,0.2954091816,15,8,0.286,0.215,0.067,0.097,0.209,0.24,11,6.4,13.39,1570,960,a,16.5
6017,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Mining-dependent,0.459,0.042,0.28,0.137,0.495,0.255,0.141,0.183,0.009,0.786,0.008,0.008,0.1617195496,0.3705220061,0.3091095189,0.1586489253,13,9,0.299,0.153,0.097,0.062,0.147,0.26,10,2.5,28.96,3379,1940,a,13.1
6018,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.488,0.042,0.183,0.072,0.504,0.208,0.182,0.017,0.055,0.894,0.002,0.003,0.112804878,0.3140243902,0.3028455285,0.2703252033,8,10,0.264,0.197,0.108,0.076,0.176,0.268,13,,13.46,5809,1510,a,8.8
6024,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.446,0.076,0.189,0.051,0.484,0.238,0.155,0.039,0.024,0.93,0,0.005,0.1291624622,0.3915237134,0.3592330979,0.1200807265,12,9,0.326,0.232,0.085,0.059,0.137,0.224,12,2.15,17.2,2649,2740,b,20.1
6026,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.499,0.032,0.227,0.09,0.517,0.22,0.125,0.205,0.033,0.717,0.021,0.029,0.1205673759,0.3353596758,0.2867274569,0.2573454914,12,8,0.321,0.156,0.08,0.066,0.152,0.232,9,,14.44,1589,1530,a,16.9
6028,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.413,0.071,0.255,0.076,0.516,0.237,0.176,0.003,0.442,0.525,0.001,0.008,0.2601787488,0.3197616683,0.2591857001,0.1608738828,12,11,0.392,0.195,0.158,0.149,0.119,0.344,12,,39.17,3509,1319,a,25.8
6031,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.423,0.063,0.281,0.1,0.487,0.236,0.148,0.065,0.24,0.662,0.016,0.013,0.1266331658,0.3648241206,0.3286432161,0.1798994975,13,10,0.312,0.17,0.097,0.094,0.115,0.309,11,8.92,20.63,2069,1150,b,20.3
6032,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.425,0.102,0.186,0.066,0.498,0.163,0.284,0.009,0,0.955,0,0.013,0.1280788177,0.3980295567,0.3103448276,0.163546798,7,14,0.323,0.159,0.124,0.077,,0.275,11,,10.6,3260,6560,a,13.7
6033,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.454,0.063,0.231,0.082,0.517,0.242,0.161,0.033,0.156,0.791,0.003,0.012,0.1763546798,0.318226601,0.3123152709,0.1931034483,12,11,0.317,0.21,0.106,0.097,0.095,0.307,13,7.97,22.25,2660,1650,b,16.5
6037,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.458,0.186,0.369,0.111,0.499,0.273,0.193,0.627,0.008,0.347,0.025,0.008,0.312248996,0.3172690763,0.2560240964,0.1144578313,16,13,0.266,0.186,0.095,0.092,0.158,0.236,10,9.65,26.82,3190,2099,b,30.2
6038,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.42,0.039,0.386,0.214,0.508,0.286,0.175,0.33,0.046,0.607,0.011,0.006,0.2132132132,0.3233233233,0.3193193193,0.1441441441,11,9,0.301,,0.108,0.086,,0.287,10,,,,3030,a,19.1
6039,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.513,0.04,0.149,0.061,0.497,0.249,0.196,0.013,0.004,0.967,0.016,0,0.0953346856,0.3630831643,0.3184584178,0.2231237323,13,11,0.347,0.165,0.088,0.099,0.245,0.313,11,,,1749,2149,b,11.2
6041,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.452,0.072,0.257,0.068,0.519,0.218,0.193,0.013,0.269,0.695,0.001,0,0.2705649158,0.4331020813,0.1843409316,0.1119920714,11,14,0.358,0.226,0.137,0.121,,0.308,12,,24.23,2400,2400,b,24.5
6042,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.492,0.074,0.181,0.043,0.513,0.216,0.145,0.047,0.25,0.655,0.004,0.012,0.1223671013,0.3179538616,0.2758274824,0.2838515547,12,9,0.343,0.19,0.113,0.097,0.135,0.263,12,5.8,14.17,1289,1299,a,15
6043,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.48,0.037,0.203,0.094,0.498,0.301,0.113,0.172,0.015,0.778,0.012,0.014,0.1067193676,0.2964426877,0.371541502,0.2252964427,16,7,0.275,0.118,0.084,0.083,0.102,0.172,12,1.9,10.54,1269,2230,a,11.8
6046,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.43,0.079,0.231,0.06,0.505,0.214,0.164,0.044,0.052,0.886,0.008,0.006,0.2373737374,0.3131313131,0.3121212121,0.1373737374,10,11,0.297,0.224,0.115,0.086,0.094,0.286,13,4.91,16.53,3599,2280,b,19.3
6048,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.45,0.078,0.239,0.055,0.517,0.256,0.137,0.03,0.354,0.587,0.009,0.017,0.1368209256,0.3340040241,0.3058350101,0.2233400402,14,10,0.341,0.234,0.126,0.114,0.148,0.307,13,14.05,23.45,2169,1630,b,20.6
6050,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.361,0.09,0.304,0.131,0.495,0.203,0.243,0.034,0.037,0.692,0.178,0,0.1743951613,0.3760080645,0.3114919355,0.1381048387,9,15,0.353,0.275,0.148,0.094,0.093,0.365,11,,23.12,2040,4109,a,21.4
6052,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.479,0.039,0.237,0.106,0.504,0.287,0.174,0.021,0.004,0.596,0.364,0,0.1321321321,0.3763763764,0.3253253253,0.1661661662,18,11,0.347,0.24,0.13,0.074,0.184,0.264,12,,28.28,1700,1710,a,20.4
6053,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.372,0.052,0.296,0.146,0.483,0.228,0.173,0.141,0.159,0.675,0.014,0.002,0.1840242669,0.3387259858,0.3518705763,0.1253791709,11,10,0.307,0.21,0.109,0.08,,0.263,9,,29.04,4909,3249,a,15.7
6056,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.466,0.056,0.183,0.042,0.515,0.215,0.176,0.025,0.03,0.909,0,0.017,0.1185929648,0.3467336683,0.3035175879,0.2311557789,10,10,0.337,0.208,0.116,0.078,0.077,0.321,13,1.8,12.82,1950,1590,a,13.8
6057,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.429,0.063,0.126,0.043,0.502,0.207,0.172,0.076,0.023,0.893,0.008,0,0.1291585127,0.3532289628,0.3121330724,0.2054794521,11,10,0.267,0.229,0.1,0.084,0.203,0.264,13,1.21,10.9,1999,1970,b,19.7
6058,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.566,0.044,0.194,0.056,0.488,0.248,0.15,0.237,0.018,0.66,0.005,0.064,0.2072336266,0.3088954057,0.2854349951,0.1984359726,17,10,0.266,0.123,0.077,0.053,0.194,0.261,12,,13.31,1950,1849,b,12.9
6059,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.422,0.098,0.259,0.1,0.523,0.246,0.131,0.028,0.305,0.657,0.013,0,0.2067932068,0.2877122877,0.3386613387,0.1668331668,12,10,0.354,0.246,0.147,0.098,0.137,0.333,13,5.66,35,4249,4099,b,18.8
6060,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.455,0.054,0.13,0.08,0.501,0.217,0.232,0.017,0,0.941,0.022,0.003,0.08142999007,0.3128103277,0.3525322741,0.2532274081,11,10,0.265,0.171,0.091,0.055,0.186,0.216,12,,10.29,2950,1010,a,10.4
6064,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.533,0.044,0.14,0.086,0.477,0.257,0.167,0.029,0,0.94,0,0.003,0.05472636816,0.3900497512,0.3383084577,0.2169154229,12,9,0.349,0.174,0.099,0.054,0.187,0.258,9,,21.55,,3509,b,9.1
6066,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.451,0.055,0.322,0.173,0.497,0.241,0.178,0.177,0.027,0.764,0.008,0.016,0.1201232033,0.2587268994,0.4106776181,0.2104722793,13,11,0.292,,0.093,0.057,,0.283,9,,22.64,6769,1650,b,15.3
6067,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.512,0.06,0.118,0.043,0.515,0.195,0.2,0.001,0.022,0.945,0.01,0.006,0.06727828746,0.3832823649,0.2803261978,0.2691131498,9,12,0.284,0.177,0.118,0.082,0.156,0.271,14,1.99,13.08,1660,1309,b,10.7
6069,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.382,0.089,0.33,0.094,0.523,0.259,0.129,0.074,0.236,0.265,0.391,0.003,0.2492581602,0.3293768546,0.293768546,0.1275964392,13,10,0.39,0.261,0.163,0.113,0.081,0.335,12,22.7,34.73,4809,2220,a,30.8
6073,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.457,0.044,0.369,0.156,0.49,0.276,0.106,0.367,0.087,0.482,0.007,0.059,0.235059761,0.2828685259,0.3346613546,0.1474103586,17,10,0.348,0.222,0.096,0.099,0.146,0.311,10,8.25,21.27,2260,1239,b,20.9
6075,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.536,0.065,0.138,0.03,0.503,0.252,0.113,0.11,0.017,0.833,0,0.029,0.08374875374,0.2642073779,0.333000997,0.3190428714,10,7,0.269,0.206,0.065,0.066,0.206,0.226,13,0.37,9.61,1790,1809,b,7.6
6076,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Federal/State government-dependent,0.477,0.073,0.214,0.066,0.496,0.174,0.142,0.079,0.004,0.864,0.011,0.027,0.09375,0.2568359375,0.3115234375,0.337890625,9,7,0.27,0.151,0.064,0.049,0.179,0.166,11,,9.13,2740,1979,b,19.4
6077,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.427,0.061,0.151,0.097,0.485,0.178,0.292,0.009,0,0.944,0.026,0.004,0.09552238806,0.3990049751,0.344278607,0.1611940299,6,13,0.274,0.148,0.095,0.064,0.143,0.239,12,,17.45,5399,1349,b,14.6
6078,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.625,0.037,0.158,0.049,0.497,0.134,0.132,0.16,0.053,0.408,0.017,0.346,0.1296859169,0.1276595745,0.2036474164,0.5390070922,11,7,0.157,0.087,0.064,0.068,0.205,0.156,8,8.37,5.27,749,650,b,11
6079,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.422,0.084,0.28,0.063,0.515,0.246,0.138,0.018,0.353,0.611,0,0,0.2031558185,0.4043392505,0.2357001972,0.1568047337,12,11,0.377,0.176,0.123,0.118,,0.35,11,,21.71,2310,1389,a,24.5
6080,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.618,0.038,0.263,0.161,0.464,0.184,0.197,0.117,0.005,0.874,0.014,0,0.1233701103,0.4142427282,0.2798395186,0.1825476429,7,4,0.224,,0.067,0.232,,0.179,14,,,,1340,a,14.1
6085,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.642,0.027,0.238,0.123,0.536,0.205,0.222,0.021,0.004,0.889,0.031,0.002,0.07157258065,0.3951612903,0.372983871,0.1602822581,11,9,0.306,,0.091,,,0.302,11,,,500,,a,12.3
6086,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.408,0.072,0.284,0.112,0.504,0.232,0.166,0.03,0.071,0.86,0,0.007,0.1576305221,0.2911646586,0.3393574297,0.2118473896,11,11,0.342,0.229,0.126,0.082,0.13,0.306,12,5.22,21.21,4160,3180,b,19.6
6089,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.395,0.098,0.246,0.063,0.534,0.278,0.131,0.015,0.746,0.225,0,0.012,0.2268656716,0.27960199,0.3213930348,0.1721393035,16,12,0.449,0.233,0.174,0.183,0.126,0.392,12,33.7,25.94,2280,1419,a,35
6092,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.595,0.023,0.123,0.067,0.494,0.194,0.131,0.052,0.022,0.906,0.006,0.006,0.05465587045,0.2085020243,0.3552631579,0.3815789474,11,5,0.291,0.131,0.069,0.054,0.188,0.267,11,,,1879,1910,a,12.5
6094,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.383,0.03,0.404,0.154,0.482,0.308,0.155,0.608,0.006,0.367,0.024,0.004,0.3119447187,0.3267522211,0.2843040474,0.07699901283,17,7,0.288,,0.106,0.074,,0.271,9,,31.32,3550,1420,a,16.5
6096,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.393,0.082,0.266,0.106,0.495,0.216,0.238,0.014,0.011,0.954,0.013,0.008,0.2076228686,0.4112337011,0.2487462387,0.1323971916,12,14,0.284,0.348,0.12,0.054,0.168,0.342,9,,34.14,10200,5120,b,21.6
6097,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.554,0.036,0.075,0.027,0.51,0.228,0.168,0.047,0.008,0.895,0.005,0.034,0.03469387755,0.2489795918,0.293877551,0.4224489796,9,8,0.27,0.169,0.071,0.074,0.253,0.17,12,1,6.3,1179,709,a,5.5
6098,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.571,0.028,0.148,0.053,0.502,0.223,0.213,0.024,0.002,0.951,0,0.001,0.06033630069,0.4451038576,0.3283877349,0.1661721068,12,12,0.339,0.19,0.118,0.083,0.215,0.294,9,,18.37,1659,1999,a,10.7
6099,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.488,0.073,0.288,0.122,0.504,0.202,0.151,0.052,0.015,0.924,0.014,0,0.1499013807,0.2958579882,0.2840236686,0.2702169625,10,8,0.29,,0.095,0.08,,0.225,13,,23.57,4109,2729,b,18.4
6100,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.468,0.045,0.326,0.196,0.5,0.2,0.219,0.084,0.052,0.845,0.014,0,0.1676587302,0.3382936508,0.3462301587,0.1478174603,8,12,0.312,,0.125,0.09,,0.263,10,,,3829,3650,b,19.5
6101,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.502,0.037,0.304,0.148,0.463,0.252,0.138,0.376,0.045,0.568,0.008,0.006,0.1863230922,0.3052527255,0.3577799802,0.1506442022,16,11,0.297,,0.092,0.11,,0.336,10,,15.64,3759,2110,b,14.9
6102,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.416,0.07,0.22,0.048,0.51,0.201,0.189,0.014,0.026,0.946,0.001,0.008,0.1284313725,0.4901960784,0.25,0.131372549,11,12,0.356,0.172,0.135,0.085,0.072,0.29,13,,16.94,3460,2790,a,15.3
6108,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.426,0.062,0.24,0.046,0.521,0.189,0.155,0.042,0.232,0.692,0.015,0.007,0.131097561,0.331300813,0.2967479675,0.2408536585,11,11,0.328,0.117,0.124,0.075,,0.307,11,11.3,21.33,2269,2079,a,22
6112,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.53,0.037,0.232,0.167,0.487,0.213,0.257,0.021,0.009,0.94,0.026,0,0.06237424547,0.3118712274,0.4044265594,0.2213279678,14,18,0.242,0.14,0.095,,0.282,0.279,10,,,1819,1759,b,11.7
